Rok,Kandidátnílistina,Kandidátnílistina.1,Poř.číslo,Kandidát,Kandidát.1,Věk,Navrh.strana,Polit.přísl.,Hlasy,Hlasy.1,Pořadí,Mandát
Rok,Kandidátnílistina,Kandidátnílistina,Poř.číslo,"Příjmení, jméno",Tituly,Věk,Navrh.strana,Polit.přísl.,abs.,v %,Pořadí,Mandát
2002,1,Strana zelených,28,Töpfer Zdeněk,RNDr. CSc.,45,SZ,BEZPP,630,3.69,6,
2002,6,Křesť.demokr.unie-Čs.str.lid.,3,Toužimský Petr,,39,KDU-ČSL,BEZPP,967,4.53,4,
2002,6,Křesť.demokr.unie-Čs.str.lid.,12,Trhoň František,,52,KDU-ČSL,BEZPP,1 121,5.26,3,
2002,8,Sdružení nezávislých,14,Trlidová Alena,,41,SNK ED,BEZPP,1 545,2.65,10,
2002,9,Česká strana národně sociální,17,Typltová Jitka,,29,ČSNS,BEZPP,48,2.41,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,30,Uhřík Tomáš,,22,KDU-ČSL,BEZPP,361,1.69,28,
2002,5,Občanská demokratická strana,20,Ulašín Michal,,52,ODS,ODS,2 985,2.99,10,
2002,1,Strana zelených,31,Urbanová Miluše,,46,SZ,BEZPP,313,1.83,30,
2002,8,Sdružení nezávislých,20,Vacková Ivana,,51,SNK ED,BEZPP,1 678,2.88,15,
2002,3,Česká str.sociálně demokrat.,23,Vaněk František,,56,ČSSD,ČSSD,1 526,2.64,17,
2002,8,Sdružení nezávislých,4,Vaníček Ivan,,59,SNK ED,BEZPP,1 797,3.08,4,
2002,6,Křesť.demokr.unie-Čs.str.lid.,20,Vedral Jaroslav,MUDr.,50,KDU-ČSL,BEZPP,1 354,6.35,2,*
2002,4,Republikáni Miroslava Sládka,10,Velich Viktor,,63,RMS,RMS,47,5.71,,
2002,10,NEZÁVISLÍ,7,Verner Miloslav,,64,NEZ,BEZPP,971,3.42,6,
2002,4,Republikáni Miroslava Sládka,1,Veselý Jaroslav,,39,RMS,RMS,148,18.00,,
2002,5,Občanská demokratická strana,2,Veškrnová Zdeňka,,49,ODS,ODS,3 342,3.35,6,*
2002,3,Česká str.sociálně demokrat.,24,Videcký Josef,,63,ČSSD,ČSSD,1 461,2.52,18,
2002,8,Sdružení nezávislých,24,Vichnarová Ingrid,PhDr.,46,SNK ED,BEZPP,1 715,2.94,19,
2002,9,Česká strana národně sociální,29,Vítová Věra,,75,ČSNS,ČSNS,36,1.81,,
2002,5,Občanská demokratická strana,33,Vlček Vladimír,,75,ODS,ODS,2 129,2.13,23,
2002,4,Republikáni Miroslava Sládka,8,Volf Jiří,,51,RMS,RMS,58,7.05,,
2002,4,Republikáni Miroslava Sládka,11,Vondráček Jiří,,68,RMS,RMS,50,6.08,,
2002,2,Unie svobody-Demokratická unie,13,Vondrouš Otakar,,56,US-DEU,BEZPP,245,5.28,,
2002,6,Křesť.demokr.unie-Čs.str.lid.,7,Vosáhlová Miloslava,,55,KDU-ČSL,KDU-ČSL,815,3.82,5,
2002,7,Komunistická str.Čech a Moravy,33,Vraniak Štefan,,63,KSČM,KSČM,1 262,2.53,28,
2002,7,Komunistická str.Čech a Moravy,24,Vrchlavská Anna,,62,KSČM,BEZPP,1 432,2.87,19,
2002,2,Unie svobody-Demokratická unie,9,Záhora Michal,,21,US-DEU,BEZPP,210,4.52,,
2002,3,Česká str.sociálně demokrat.,3,Zahrada Ludovít,,61,ČSSD,ČSSD,1 990,3.44,2,
2002,3,Česká str.sociálně demokrat.,33,Zahrada Lukáš,,19,ČSSD,BEZPP,1 129,1.95,27,
2002,1,Strana zelených,12,Zahrádková Eva,Mgr.,62,SZ,BEZPP,463,2.71,14,
2002,2,Unie svobody-Demokratická unie,12,Zapletal Martin,,22,US-DEU,BEZPP,173,3.73,,
2002,8,Sdružení nezávislých,21,Zdílna Miroslav,,56,SNK ED,BEZPP,1 511,2.59,16,
2002,3,Česká str.sociálně demokrat.,31,Zikmundová Vlasta,,39,ČSSD,BEZPP,1 311,2.26,25,
2002,2,Unie svobody-Demokratická unie,1,Zítková Jaroslava,MUDr.,58,US-DEU,BEZPP,855,18.43,,
2002,3,Česká str.sociálně demokrat.,29,Žák Rudolf,,78,ČSSD,ČSSD,1 284,2.22,23,
2002,1,Strana zelených,27,Žákovská Pavla,,25,SZ,BEZPP,366,2.14,27,
2002,2,Unie svobody-Demokratická unie,5,Žalud Jan,Bc.,31,US-DEU,US-DEU,452,9.74,,
2006,1,Strana zelených,6,Adam Tomáš,,53,SZ,SZ,749,3.48,5,
2006,1,Strana zelených,12,Adam Tomáš,,27,SZ,BEZPP,596,2.77,10,
2006,9,Křesť.demokr.unie-Čs.str.lid.,14,Andrýsek František,,31,KDU-ČSL,BEZPP,250,2.18,,
2006,6,Národní strana,12,Babka Pavel,,43,NS,BEZPP,143,2.99,,
2006,7,Komunistická str.Čech a Moravy,13,Baboráková Ilona,,45,KSČM,BEZPP,1 203,3.06,10,
2006,9,Křesť.demokr.unie-Čs.str.lid.,31,Balík Antonín,,37,KDU-ČSL,BEZPP,221,1.93,,
2006,5,SNK Evropští demokraté,32,Bartoš Jan,,26,SNK ED,BEZPP,695,1.81,29,
2006,2,Volba pro Mladou Boleslav,2,Bartoš Jiří,,56,VpMB,VpMB,1 009,4.14,3,
2006,9,Křesť.demokr.unie-Čs.str.lid.,3,Bartoš Jiří,Mgr.,28,KDU-ČSL,KDU-ČSL,616,5.38,,
2006,7,Komunistická str.Čech a Moravy,21,Bartošová Věra,,62,KSČM,BEZPP,1 134,2.88,18,
2006,1,Strana zelených,8,Bednář Bohumil,Ing.,43,SZ,SZ,790,3.67,3,
2006,5,SNK Evropští demokraté,23,Beneš Luděk,PhDr.,52,SNK ED,BEZPP,1 106,2.88,20,
2006,1,Strana zelených,9,Beran Jaroslav,,43,SZ,BEZPP,657,3.05,7,
2006,9,Křesť.demokr.unie-Čs.str.lid.,18,Bernátová Marie,,46,KDU-ČSL,BEZPP,267,2.33,,
2006,4,Občanská demokratická strana,3,Beznoska Adolf,Ing.,44,ODS,ODS,5 023,3.42,2,*
2006,9,Křesť.demokr.unie-Čs.str.lid.,15,Bielová Helena,,20,KDU-ČSL,BEZPP,267,2.33,,
2006,9,Křesť.demokr.unie-Čs.str.lid.,1,Blecha Karel,Ing.,51,KDU-ČSL,KDU-ČSL,735,6.42,,
2006,6,Národní strana,32,Brnicová Anděla,,54,NS,BEZPP,107,2.23,,
2006,7,Komunistická str.Čech a Moravy,11,Březina Josef,,47,KSČM,BEZPP,1 165,2.96,8,
2006,1,Strana zelených,26,Bříza Pavel,,27,SZ,BEZPP,508,2.36,24,
2006,1,Strana zelených,13,Břízová Alena,,26,SZ,BEZPP,585,2.72,11,
2006,8,ZVON,16,Buda Otakar,MUDr.,75,PHZ,BEZPP,909,3.21,14,
2006,2,Volba pro Mladou Boleslav,31,Cibulka Ondřej,,28,VpMB,BEZPP,455,1.86,29,
2006,3,Česká str.sociálně demokrat.,11,Cibulková Vlasta,Ing.,53,ČSSD,BEZPP,2 732,3.30,4,
2006,8,ZVON,19,Cígler David,,33,PHZ,BEZPP,824,2.91,17,
2006,5,SNK Evropští demokraté,13,Čapek Karel,Mgr.,26,SNK ED,SNK ED,962,2.51,12,
2006,9,Křesť.demokr.unie-Čs.str.lid.,13,Čečilová Edita,DiS.,26,KDU-ČSL,BEZPP,261,2.28,,
2006,7,Komunistická str.Čech a Moravy,10,Čenec Martin,,29,KSČM,BEZPP,1 178,2.99,7,
2006,1,Strana zelených,7,Červená Helena,Mgr.,65,SZ,SZ,911,4.24,2,
2006,7,Komunistická str.Čech a Moravy,28,Červeňáková Lucie,,18,KSČM,BEZPP,1 080,2.74,25,
2006,7,Komunistická str.Čech a Moravy,18,Červeňáková Viera,,44,KSČM,BEZPP,1 091,2.77,15,
2006,2,Volba pro Mladou Boleslav,11,Červínek Vojtěch,,58,VpMB,BEZPP,948,3.89,4,
2006,3,Česká str.sociálně demokrat.,18,Čuban Miroslav,Ing.,70,ČSSD,ČSSD,2 617,3.16,11,
2006,2,Volba pro Mladou Boleslav,12,Čupík Jaroslav,,60,VpMB,BEZPP,814,3.34,9,
2006,1,Strana zelených,29,Čupíková Věra,,60,SZ,BEZPP,436,2.02,27,
2006,1,Strana zelených,27,Čupíková Vlasta,,62,SZ,BEZPP,480,2.23,25,
2006,4,Občanská demokratická strana,18,Dalecký Jiří,,21,ODS,ODS,4 463,3.04,4,
2006,9,Křesť.demokr.unie-Čs.str.lid.,10,David Václav,,22,KDU-ČSL,KDU-ČSL,276,2.41,,
2006,1,Strana zelených,17,Dohnalová Eva,,39,SZ,BEZPP,634,2.95,15,
2006,6,Národní strana,14,Doležal Lukáš,,27,NS,BEZPP,132,2.76,,
2006,7,Komunistická str.Čech a Moravy,1,Dovolil Josef,Ing.,49,KSČM,KSČM,1 443,3.67,3,*
2006,3,Česká str.sociálně demokrat.,25,Drahota Josef,,60,ČSSD,ČSSD,2 286,2.76,18,
2006,2,Volba pro Mladou Boleslav,19,Drahota Petr,,61,VpMB,BEZPP,721,2.95,18,
2006,6,Národní strana,15,Drenina Dušan,,30,NS,BEZPP,128,2.67,,
2006,8,ZVON,2,Dvořák Luboš,,42,PHZ,PHZ,1 274,4.50,1,
2006,4,Občanská demokratická strana,7,Džuvarovský Marek,Ing.,31,ODS,ODS,4 677,3.19,7,*
2006,8,ZVON,7,Erychleb František,,65,PHZ,PHZ,891,3.14,8,
2006,8,ZVON,26,Erychleb Jan,,60,PHZ,BEZPP,765,2.70,24,
2006,2,Volba pro Mladou Boleslav,15,Falta Tomáš,,36,VpMB,BEZPP,602,2.47,15,
2006,4,Občanská demokratická strana,9,Faltová Jana,Ing.,42,ODS,ODS,4 705,3.21,9,*
2006,6,Národní strana,3,Fidler Tomáš,Bc.,23,NS,NS,222,4.64,,
2006,1,Strana zelených,3,Filip Jiří,,20,SZ,SZ,784,3.64,4,
2006,1,Strana zelených,1,Filip Pavel,PhDr.,44,SZ,BEZPP,1 605,7.47,1,*
2006,5,SNK Evropští demokraté,31,Fillner Roman,,43,SNK ED,BEZPP,733,1.91,28,
2006,8,ZVON,33,Flusek Jiří,,48,PHZ,BEZPP,571,2.01,31,
2006,8,ZVON,27,Foitová Soňa,,37,PHZ,BEZPP,652,2.30,25,
2006,7,Komunistická str.Čech a Moravy,15,Fojta Jiří,,50,KSČM,BEZPP,1 185,3.01,12,
2006,1,Strana zelených,22,Fořt Stanislav,,36,SZ,BEZPP,527,2.45,20,
2006,4,Občanská demokratická strana,5,Francírek Pavel,Ing.,57,ODS,ODS,4 741,3.23,5,*
2006,8,ZVON,25,Galetka Zdeněk,Ing.,43,PHZ,BEZPP,661,2.33,23,
2006,6,Národní strana,2,Gaudin Jiří,Bc.,24,NS,NS,247,5.16,,
2006,6,Národní strana,20,Gaudinová Hana,,24,NS,BEZPP,141,2.95,,
2006,1,Strana zelených,21,Gavurová Ludmila,,34,SZ,BEZPP,549,2.55,19,
2006,5,SNK Evropští demokraté,12,Ginsl Jaroslav,,61,SNK ED,BEZPP,999,2.60,11,
2006,7,Komunistická str.Čech a Moravy,27,Gros Václav,,59,KSČM,KSČM,1 117,2.84,24,
2006,7,Komunistická str.Čech a Moravy,8,Grospičová Alena,,49,KSČM,KSČM,1 285,3.27,5,
2006,7,Komunistická str.Čech a Moravy,33,Gryčová Ludmila,,60,KSČM,KSČM,993,2.52,30,
2006,5,SNK Evropští demokraté,20,Hajný Rudolf,Ing.,63,SNK ED,BEZPP,1 092,2.85,18,
2006,3,Česká str.sociálně demokrat.,7,Hamáček Jan,,27,ČSSD,ČSSD,2 745,3.32,1,
2006,4,Občanská demokratická strana,13,Hanibal Kamil,Ing.,65,ODS,ODS,4 535,3.09,13,*
2006,2,Volba pro Mladou Boleslav,23,Hason Milan,Mgr.,51,VpMB,BEZPP,645,2.64,21,
2006,3,Česká str.sociálně demokrat.,6,Hašek Jiří,Mgr.,51,ČSSD,BEZPP,2 890,3.49,3,*
2006,2,Volba pro Mladou Boleslav,18,Havlík Miloslav,,47,VpMB,BEZPP,539,2.21,17,
2006,7,Komunistická str.Čech a Moravy,19,Heller Miroslav,,57,KSČM,KSČM,1 169,2.97,16,
2006,6,Národní strana,7,Heppner Jaroslav,,19,NS,BEZPP,136,2.84,,
2006,8,ZVON,11,Hermann Martin,Mgr.,38,PHZ,BEZPP,1 099,3.88,6,
2006,5,SNK Evropští demokraté,30,Hirschová Iva,,35,SNK ED,BEZPP,780,2.03,27,
2006,9,Křesť.demokr.unie-Čs.str.lid.,32,Hluší Anna,,68,KDU-ČSL,KDU-ČSL,198,1.73,,
2006,8,ZVON,18,Hoffmann Milan,,43,PHZ,BEZPP,723,2.55,16,
2006,7,Komunistická str.Čech a Moravy,32,Holub Jiří,,68,KSČM,KSČM,1 013,2.57,29,
2006,1,Strana zelených,14,Honzejk Jiří,Ing.,46,SZ,BEZPP,644,2.99,12,
2006,9,Křesť.demokr.unie-Čs.str.lid.,24,Hospodka Jiří,,24,KDU-ČSL,BEZPP,242,2.11,,
2006,3,Česká str.sociálně demokrat.,15,Hozák Pavel,,58,ČSSD,ČSSD,2 452,2.96,8,
2006,7,Komunistická str.Čech a Moravy,17,Hradcová Kateřina,,29,KSČM,BEZPP,1 169,2.97,14,
2006,8,ZVON,30,Hradecký Michael,Ing.,58,PHZ,BEZPP,585,2.06,28,
2006,4,Občanská demokratická strana,16,Hradiský Martin,Ing.,37,ODS,ODS,4 592,3.13,2,
2006,7,Komunistická str.Čech a Moravy,7,Hrčka Michael,,43,KSČM,BEZPP,1 208,3.07,4,
2006,7,Komunistická str.Čech a Moravy,22,Hrubá Hana,Mgr.,48,KSČM,BEZPP,1 160,2.95,19,
2006,1,Strana zelených,33,Hrušková Kateřina,,20,SZ,BEZPP,418,1.94,31,
2006,6,Národní strana,25,Hubálovská Regina,,28,NS,BEZPP,136,2.84,,
2006,6,Národní strana,18,Huňatová Petra,,24,NS,BEZPP,147,3.07,,
2006,8,ZVON,23,Hušek Ludvík,,41,PHZ,BEZPP,692,2.44,21,
2006,4,Občanská demokratická strana,27,Janeček Pavel,Ing.,29,ODS,ODS,4 163,2.84,13,
2006,5,SNK Evropští demokraté,27,Janhuba Jiří,Ing.,43,SNK ED,BEZPP,906,2.36,24,
2006,6,Národní strana,24,Janík Michal,,31,NS,BEZPP,122,2.55,,
2006,2,Volba pro Mladou Boleslav,25,Jedlička Karel,Ing.,27,VpMB,BEZPP,602,2.47,23,
2006,5,SNK Evropští demokraté,14,Jenčíková Jaroslava,,54,SNK ED,BEZPP,1 121,2.92,13,
2006,5,SNK Evropští demokraté,19,Jiránek Václav,,58,SNK ED,BEZPP,1 009,2.63,17,
2006,5,SNK Evropští demokraté,8,Jonáš Martin,Ing.,38,SNK ED,BEZPP,1 273,3.32,9,
2006,2,Volba pro Mladou Boleslav,8,Juranka Aleš,,40,VpMB,BEZPP,723,2.96,11,
2006,3,Česká str.sociálně demokrat.,21,Juřena Jan,,21,ČSSD,ČSSD,2 362,2.85,14,
2006,3,Česká str.sociálně demokrat.,33,Kacian František,Ing.,61,ČSSD,ČSSD,1 822,2.20,26,
2006,3,Česká str.sociálně demokrat.,17,Kadaník Petr,Ing.,63,ČSSD,ČSSD,2 562,3.10,10,
2006,2,Volba pro Mladou Boleslav,9,Kamenický Jaroslav,,31,VpMB,BEZPP,704,2.88,12,
2006,9,Křesť.demokr.unie-Čs.str.lid.,8,Kašpar Václav,Ing.,40,KDU-ČSL,BEZPP,328,2.86,,
2006,2,Volba pro Mladou Boleslav,27,Kautzká Marcela,,53,VpMB,BEZPP,512,2.10,25,
2006,4,Občanská demokratická strana,33,Kettner Roman,MUDr.,46,ODS,ODS,3 569,2.43,19,
2006,2,Volba pro Mladou Boleslav,17,Klabanová Blanka,,52,VpMB,BEZPP,580,2.38,16,
2006,9,Křesť.demokr.unie-Čs.str.lid.,30,Kleandrová Marie,Ing.,69,KDU-ČSL,BEZPP,251,2.19,,
2006,4,Občanská demokratická strana,31,Klíbr Zdeněk,,77,ODS,ODS,3 695,2.52,17,
2006,5,SNK Evropští demokraté,22,Klipec Milan,,61,SNK ED,BEZPP,1 451,3.78,2,
2006,9,Křesť.demokr.unie-Čs.str.lid.,9,Kloudová Marie,MUDr.,43,KDU-ČSL,BEZPP,523,4.57,,
2006,6,Národní strana,17,Knefl Zdeněk,,30,NS,BEZPP,125,2.61,,
2006,9,Křesť.demokr.unie-Čs.str.lid.,29,Knížková Marie,,53,KDU-ČSL,BEZPP,225,1.96,,
2006,3,Česká str.sociálně demokrat.,30,Kocourek Josef,Ing.,28,ČSSD,BEZPP,2 103,2.54,23,
2006,4,Občanská demokratická strana,11,Kolář Dalibor,,37,ODS,ODS,4 568,3.11,11,*
2006,2,Volba pro Mladou Boleslav,5,Koliáš Michal,,33,VpMB,BEZPP,766,3.14,10,
2006,9,Křesť.demokr.unie-Čs.str.lid.,25,Konovalenko Anton,,26,KDU-ČSL,BEZPP,224,1.95,,
2006,1,Strana zelených,10,Konývková Eva,,48,SZ,BEZPP,713,3.31,8,
2006,8,ZVON,17,Kopal Jiří,,56,PHZ,BEZPP,756,2.67,15,
2006,4,Občanská demokratická strana,12,Kopal Michal,Bc.,32,ODS,ODS,4 610,3.14,12,*
2006,9,Křesť.demokr.unie-Čs.str.lid.,27,Kos Libor,,38,KDU-ČSL,BEZPP,245,2.14,,
2006,3,Česká str.sociálně demokrat.,13,Kosina František,RNDr.,50,ČSSD,BEZPP,2 569,3.11,6,
2006,8,ZVON,9,Kotlaba Radek,Mgr.,39,PHZ,BEZPP,1 230,4.34,3,
2006,3,Česká str.sociálně demokrat.,12,Kouřil Lubomír,PaedDr.,47,ČSSD,BEZPP,2 730,3.30,5,
2006,3,Česká str.sociálně demokrat.,22,Kouřil Martin,Ing.,26,ČSSD,BEZPP,2 363,2.86,15,
2006,9,Křesť.demokr.unie-Čs.str.lid.,20,Kout Petr,,50,KDU-ČSL,BEZPP,244,2.13,,
2006,6,Národní strana,29,Kováčová Veronika,,18,NS,BEZPP,108,2.26,,
2006,7,Komunistická str.Čech a Moravy,6,Kovář František,,53,KSČM,KSČM,1 291,3.28,3,
2006,9,Křesť.demokr.unie-Čs.str.lid.,28,Král Vojtěch,Ing.,39,KDU-ČSL,BEZPP,261,2.28,,
2006,3,Česká str.sociálně demokrat.,2,Králíková Alexandra,PhDr.,49,ČSSD,ČSSD,2 787,3.37,6,*
2006,6,Národní strana,13,Kreisingerová Hana,,20,NS,BEZPP,133,2.78,,
2006,4,Občanská demokratická strana,24,Krištofiak Jan,,26,ODS,ODS,4 247,2.89,10,
2006,4,Občanská demokratická strana,21,Kropáček František,,59,ODS,ODS,4 352,2.96,7,
2006,6,Národní strana,28,Krupičková Olga,,75,NS,BEZPP,113,2.36,,
2006,6,Národní strana,5,Kučerová Eva,,22,NS,BEZPP,190,3.97,,
2006,3,Česká str.sociálně demokrat.,4,Kuhnová Zdeňka,PaedDr.,46,ČSSD,BEZPP,2 902,3.51,2,*
2006,1,Strana zelených,4,Kuchaříková Dana,,45,SZ,BEZPP,1 030,4.79,1,
2006,7,Komunistická str.Čech a Moravy,29,Kuková Jarmila,,66,KSČM,KSČM,1 071,2.72,26,
2006,1,Strana zelených,11,Kulhánková Eliška,,42,SZ,BEZPP,590,2.74,9,
2006,3,Česká str.sociálně demokrat.,16,Kumpoštová Marcela,,30,ČSSD,BEZPP,2 551,3.08,9,
2006,5,SNK Evropští demokraté,10,Kvaizar Svatopluk,Mgr.,62,SNK ED,BEZPP,2 568,6.70,1,*
2006,3,Česká str.sociálně demokrat.,28,Kysela František,Ing.,26,ČSSD,BEZPP,2 217,2.68,21,
2006,1,Strana zelených,18,Lachmanová Květoslava,,57,SZ,BEZPP,588,2.73,16,
2006,4,Občanská demokratická strana,28,Lakatoš Jozef,,55,ODS,ODS,4 017,2.74,14,
2006,3,Česká str.sociálně demokrat.,20,Ledvina Martin,,54,ČSSD,BEZPP,2 441,2.95,13,
2006,6,Národní strana,27,Líhařová Jana,,56,NS,BEZPP,122,2.55,,
2006,9,Křesť.demokr.unie-Čs.str.lid.,33,Loga Jaroslav,,72,KDU-ČSL,KDU-ČSL,184,1.60,,
2006,7,Komunistická str.Čech a Moravy,9,Mach Zdeněk,,30,KSČM,BEZPP,1 205,3.06,6,
2006,2,Volba pro Mladou Boleslav,30,Macháček Jiří,,68,VpMB,BEZPP,524,2.15,28,
2006,7,Komunistická str.Čech a Moravy,12,Machová Vlasta,,62,KSČM,KSČM,1 216,3.09,9,
2006,7,Komunistická str.Čech a Moravy,23,Majer Viktor,,26,KSČM,BEZPP,1 134,2.88,20,
2006,4,Občanská demokratická strana,26,Marcjaniková Daniela,,59,ODS,ODS,4 416,3.01,12,
2006,5,SNK Evropští demokraté,2,Marek Daniel,,25,SNK ED,SNK ED,1 083,2.82,7,
2006,9,Křesť.demokr.unie-Čs.str.lid.,7,Marešová Veronika,MUDr.,40,KDU-ČSL,BEZPP,418,3.65,,
2006,2,Volba pro Mladou Boleslav,16,Mašek Petr,,36,VpMB,BEZPP,866,3.55,6,
2006,9,Křesť.demokr.unie-Čs.str.lid.,4,Mašková Ludmila,PharmDr.,49,KDU-ČSL,KDU-ČSL,438,3.83,,
2006,1,Strana zelených,28,Matějíček Vladimír,,29,SZ,BEZPP,475,2.21,26,
2006,1,Strana zelených,15,Matoušková Ivana,,42,SZ,BEZPP,573,2.66,13,
2006,8,ZVON,12,Mazánková Věra,,62,PHZ,PHZ,806,2.84,10,
2006,7,Komunistická str.Čech a Moravy,25,Melichar Zdeněk,,65,KSČM,KSČM,1 119,2.84,22,
2006,5,SNK Evropští demokraté,33,Michal Jakub,,26,SNK ED,BEZPP,695,1.81,30,
2006,8,ZVON,4,Misík Petr,,58,PHZ,PHZ,913,3.22,7,
2006,2,Volba pro Mladou Boleslav,20,Motl Pavel,Mgr.,33,VpMB,BEZPP,715,2.93,19,
2006,2,Volba pro Mladou Boleslav,33,Mydlář Petr,,54,VpMB,BEZPP,451,1.85,31,
2006,4,Občanská demokratická strana,23,Najman Karel,,39,ODS,ODS,4 320,2.94,9,
2006,1,Strana zelených,32,Návesník Luboš,,30,SZ,BEZPP,407,1.89,30,
2006,2,Volba pro Mladou Boleslav,32,Navrátil Vratislav,,42,VpMB,BEZPP,459,1.88,30,
2006,3,Česká str.sociálně demokrat.,3,Nebeský Josef,,55,ČSSD,ČSSD,2 634,3.18,7,*
2006,5,SNK Evropští demokraté,5,Nechanický Pavel,MUDr.,48,SNK ED,BEZPP,1 827,4.77,3,*
2006,8,ZVON,1,Nejman Jan,,37,PHZ,PHZ,1 453,5.13,1,*
2006,9,Křesť.demokr.unie-Čs.str.lid.,22,Němeček František,,68,KDU-ČSL,BEZPP,279,2.44,,
2006,4,Občanská demokratická strana,4,Neuman Miloslav,,54,ODS,ODS,4 715,3.21,4,*
2006,2,Volba pro Mladou Boleslav,7,Novák Jaroslav,MUDr.,51,VpMB,BEZPP,847,3.47,7,
2006,9,Křesť.demokr.unie-Čs.str.lid.,5,Novák Milan,MUDr.,53,KDU-ČSL,BEZPP,494,4.32,,
2006,1,Strana zelených,2,Nováková Marcela,Mgr.,40,SZ,BEZPP,1 180,5.49,2,*
2006,9,Křesť.demokr.unie-Čs.str.lid.,23,Nováková Zdeňka,,60,KDU-ČSL,KDU-ČSL,237,2.07,,
2006,1,Strana zelených,5,Novotná Vlasta,,63,SZ,BEZPP,649,3.02,6,
2006,1,Strana zelených,19,Novotný Radek,,32,SZ,BEZPP,568,2.64,17,
2006,4,Občanská demokratická strana,1,Nwelati Raduan,MUDr.,40,ODS,ODS,5 064,3.45,1,*
2006,7,Komunistická str.Čech a Moravy,5,Odnoha Václav,,52,KSČM,KSČM,1 266,3.22,2,
2006,4,Občanská demokratická strana,2,Olšák Miroslav,Ing.,45,ODS,ODS,4 915,3.35,3,*
2006,4,Občanská demokratická strana,22,Pabišta Richard,MUDr.,41,ODS,BEZPP,4 845,3.30,8,
2006,5,SNK Evropští demokraté,15,Palek Michal,Ing.,45,SNK ED,BEZPP,1 046,2.73,14,
2006,7,Komunistická str.Čech a Moravy,2,Paloušová Hana,Ing.,58,KSČM,KSČM,1 358,3.45,1,
2006,3,Česká str.sociálně demokrat.,24,Patočka Jaromír,JUDr.,71,ČSSD,BEZPP,2 381,2.88,17,
2006,3,Česká str.sociálně demokrat.,8,Patočková Zdeňka,Mgr.,45,ČSSD,BEZPP,2 669,3.23,2,
2006,5,SNK Evropští demokraté,17,Pavlíček Miloš,MUDr.,58,SNK ED,BEZPP,1 280,3.34,6,
2006,5,SNK Evropští demokraté,26,Pavlík Otakar,Ing.,72,SNK ED,BEZPP,831,2.17,23,
2006,2,Volba pro Mladou Boleslav,28,Pažout Jiří,,33,VpMB,BEZPP,632,2.59,26,
2006,6,Národní strana,22,Pažout Tomáš,,24,NS,BEZPP,146,3.05,,
2006,4,Občanská demokratická strana,20,Pekár Jan,,52,ODS,ODS,4 376,2.98,6,
2006,1,Strana zelených,23,Pekárková Lenka,,23,SZ,BEZPP,575,2.67,21,
2006,5,SNK Evropští demokraté,29,Pekárna Jaroslav,,52,SNK ED,BEZPP,831,2.17,26,
2006,8,ZVON,10,Pernica Radek,Mgr.,30,PHZ,BEZPP,866,3.05,9,
2006,4,Občanská demokratická strana,25,Pešán Jiří,,77,ODS,ODS,4 201,2.86,11,
2006,7,Komunistická str.Čech a Moravy,31,Petr Stanislav,,63,KSČM,KSČM,1 024,2.60,28,
2006,2,Volba pro Mladou Boleslav,3,Petrtýl František,Ing.,47,VpMB,VpMB,1 107,4.54,1,
2006,1,Strana zelených,20,Piroutková Magda,,61,SZ,BEZPP,584,2.71,18,
2006,3,Česká str.sociálně demokrat.,5,Pišinger Milan,,58,ČSSD,ČSSD,2 875,3.48,4,*
2006,6,Národní strana,10,Podzimek Přemysl,,23,NS,BEZPP,160,3.34,,
2006,2,Volba pro Mladou Boleslav,22,Pohůnková Ivana,,38,VpMB,BEZPP,562,2.30,20,
2006,4,Občanská demokratická strana,17,Pokorná Dagmar,PaedDr.,49,ODS,ODS,4 561,3.11,3,
2006,2,Volba pro Mladou Boleslav,24,Pokorný Milan,,56,VpMB,BEZPP,575,2.35,22,
2006,4,Občanská demokratická strana,30,Pokorný Vladislav,MUDr.,51,ODS,ODS,3 942,2.69,16,
2006,2,Volba pro Mladou Boleslav,1,Polívka Jaroslav,Mgr.,64,VpMB,BEZPP,1 608,6.59,1,*
2006,4,Občanská demokratická strana,8,Poslt Milan,Mgr.,58,ODS,ODS,4 757,3.24,8,*
2006,2,Volba pro Mladou Boleslav,10,Pospíšilová Jarmila,,54,VpMB,BEZPP,1 051,4.31,2,
2006,7,Komunistická str.Čech a Moravy,26,Potměšilová Iva,MUDr.,52,KSČM,BEZPP,1 187,3.02,23,
2006,2,Volba pro Mladou Boleslav,29,Povolný Jiří,Ing.,42,VpMB,BEZPP,521,2.13,27,
2006,3,Česká str.sociálně demokrat.,1,Povšík Robin,,27,ČSSD,ČSSD,3 197,3.87,1,*
2006,9,Křesť.demokr.unie-Čs.str.lid.,16,Procházková Miroslava,,58,KDU-ČSL,BEZPP,339,2.96,,
2006,8,ZVON,6,Pudil Aleš,,45,PHZ,PHZ,1 176,4.15,4,
2006,5,SNK Evropští demokraté,11,Pulz Jaroslav,,46,SNK ED,BEZPP,1 112,2.90,10,
2006,8,ZVON,22,Ramešová Milena,,56,PHZ,BEZPP,743,2.62,20,
2006,8,ZVON,15,Rejmon Martin,,43,PHZ,PHZ,809,2.85,13,
2006,6,Národní strana,19,Rejnart Josef,,72,NS,BEZPP,124,2.59,,
